FILTRO FILA,,,,,,,,,,,,,,,,,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,1800,Gr,"2,16",,,,fideo de arroz,H.Carbono,80,2000,Gr,"8,54",,
,Cebolla,Verdura,20,300,Gr,"0,68",,,,Tofu,Proteina,100,2500,Gr,"6,05",,
,carne soja,Proteina,35,525,Ml,"7,09",,,,Cebolla,Verdura,20,500,Ml,"1,13",,
,Aceite oliva,Grasa,5,75,Ml,"0,29",,,,col,Verdura,30,750,Ml,"1,59",,
,parmesano,Lacteos,10,150,Gr,"2,55",,,,Huevos,Proteina,1,25,Gr,"4,75",,
,albahaca,Verdura,2,30,Gr,"2,30",,,,zanahoria,Verdura,20,500,Gr,"0,58",,
,Pesto trappanese,No encontrado,70,1050,GR,"14,75",,,,Judia verde plana,Verdura,20,500,GR,"2,30",,
,Tomate cherri,Verdura,30,450,GR,"1,80",,,,Cacahuete,Sin asignar,15,375,GR,"1,50",,
,,,,,,,,,,tamarindo,Sin asignar,5,125,GR,"0,66",,
,,,,,,-,,,,salsa pescado,Sin asignar,3,75,,"0,30",,
,,,,,,-,,,,Azúcar,Sin asignar,3,75,,"0,08",,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,80
,,,,,,-,Proteina,35,,,,,,,-,Proteina,101
,,,,,,-,Verdura,52,,,,,,,-,Verdura,90
,,,,,,-,Total gr plato:,292,,,,,,,-,Total gr plato:,297
,,,,,,-,Costo por ración,"€2,11",,,,,,,-,Costo por ración,"€1,10"
,,,,,,-,Costo total,"€31,61",,,,,,,-,Costo total,"€27,47"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
24,,,,,,,Costo por ración,"0,00 €",,,,,,,,Costo por ración,"0,00 €"
,,,,Raciones,,"25,00",,,,,,,Raciones,,"25,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,,,,,Gr,-,,,,,,,,Gr,-,,
,,,,,Gr,-,,,,,,,,Gr,-,,
,,,,,Ml,-,,,,,,,,Ml,-,,
,,,,,Ml,-,,,,,,,,Ml,-,,
,,,,,Gr,-,,,,,,,,Gr,-,,
,,,,,Gr,-,,,,,,,,Gr,-,,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,0,,,,,,,-,H.Carbono,0
,,,,,,-,Proteina,0,,,,,,,-,Proteina,0
,,,,,,-,Verdura,0,,,,,,,-,Verdura,0
,,,,,,-,Total gr plato:,0,,,,,,,-,Total gr plato:,0
,,,,,,-,Costo por ración,"€0,00",,,,,,,-,Costo por ración,"€0,00"
,,,,,,-,Costo total,"€0,00",,,,,,,-,Costo total,"€0,00"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
